globalIdentifier,definition,example,identifier,title,parentId,statusId,id,parent,note,denotation
50c7cd17-3aff-4bd1-b843-46a83f74c502,styv överbyggnad för trafikö i form av refug,,CC22,Styv överbyggnad för refug,311484,0,312623,311484.0,,
2c621411-79b5-46b0-88e2-021f6d224772,markkonstruktion som förbinder utrymmen på olika nivåer,"terrängtrappa, ramp",CK,Terrängtrapps-/terrängrampskonstruktion,575591,0,575599,575591.0,"Terrängtrappor och terrängramper kan utföras som markkonstruktioner med kantstöd och stödmurar, eller som konstruktioner av trä eller metall som ligger på mark.",
b1fd9b3d-a111-4c17-8892-8c35c2cbf5ae,terrängtrappskonstruktion,,CK10,Terrängtrappskonstruktion,575599,0,311546,575599.0,,
fc7b803d-05fe-482f-8c04-287ca5b5a4c3,terrängrampskonstruktion,,CK20,Terrängrampskonstruktion,575599,0,311547,575599.0,,
243393cf-a800-42dd-90b5-e0269702e5e6,markkonstruktion för mediatekniskt system,"Borrad ledning, ledningsgrav",CH,Ledningsförläggning,575591,0,575597,575591.0,"""Pipe ditch system"" i IEC/ISO 81346-12:2019.",
2a6c81b2-2653-456b-9411-58363b1084f5,rörledningsförläggning i schaktat utrymme,,CH10,Schaktad rörledningsförläggning,575597,0,311391,575597.0,,
d8031c35-d0fd-4e29-83fb-5bdbe705e93c,rörledningsförläggning utan schaktning,,CH20,Schaktfri rörledningsförläggning,575597,0,311392,575597.0,,
7c42769e-1b5e-432b-a049-526c45ee6803,markkonstruktion som ger stöd till andra konstruktioner,"undergrund, underbyggnad",CA,Terrasskonstruktion,575591,0,575670,575591.0,"Terrassen avser den färdigställda övre ytan av befintlig mark, iordningställd för grundläggning eller för överbyggnader. Begreppen undergrund och underbyggnad används ibland för att beskriva terrassens delar.",
616638cf-f0de-47bb-9c72-97197c9c8f99,terrasskonstruktion genom schaktning och fyllning,,CA10,Nivåjusterad terrasskonstruktion,575670,0,311430,575670.0,,
3d81335d-f829-44ac-ba59-cad3d053139b,terrasskonstruktion genom förstärkning av jord- eller bergmassa,"undergrund, underbyggnad",CA20,Förstärkt terrasskonstruktion,575670,0,311431,575670.0,,
a27d3128-2cb9-4387-9bcd-7ddd1aa18ff0,terrasskonstruktion genom pålning,"undergrund, underbyggnad",CA30,Pålad terrasskonstruktion,575670,0,311432,575670.0,,
0b54e434-062a-42a2-abe4-743a5365d09c,pålad terrasskonstruktion under bank,-,CA31,Bankpålning,311432,0,312611,311432.0,,
31245735-f783-4c3d-a2e3-2e314d761093,pålad terrasskonstruktion med betongöverbyggnad,-,CA32,Påldäckskonstruktion,311432,0,312612,311432.0,,
ca32b826-14c7-47a3-a607-543f569fa18d,konstruktivt system som leder spårbundna fordon,Spårkonstruktion,D_,Banöverbyggnad,0,0,575602,,,
086738e2-8a3f-45e4-b184-e970ee496c13,"banöverbyggnad med två räler, med ballast",,DA,Ballasterad banöverbyggnad,575602,0,575603,575602.0,,
bbf90887-2c07-4459-933f-4552a1572e3d,ballasterad banöverbyggnad för ledning av spårbundet fordon,,DA10,Ballasterat spårsystem,575603,0,311398,575603.0,,
7d7b6e26-1029-4c70-b552-be2241a44dae,ballasterad banöverbyggnad för dirigering av spårbundet fordon,,DA20,Ballasterat spårväxelsystem,575603,0,311399,575603.0,,
e5551596-dd77-41d7-b69c-30a8c5168489,ballasterad banöverbyggnad för flexibel anslutning mellan mark och bro,,DA30,Ballasterad dilatationsanordning,575603,0,311400,575603.0,,
a81da107-aeb4-45fe-87b8-4c1df2d3f30b,"banöverbyggnad med två räler, utan ballast",,DB,Ballastfri banöverbyggnad,575602,0,575604,575602.0,,
dff2c208-2dcd-422c-a467-538bfd81ad34,ballastfri banöverbyggnad för ledning av spårbundet fordon,,DB10,Ballastfritt spårsystem,575604,0,311401,575604.0,,
dc1badcb-36ca-4ee7-93b1-0cfaed7ed724,ballastfri banöverbyggnad för dirigering av spårbundet fordon,,DB20,Ballastfritt spårväxelsystem,575604,0,311402,575604.0,,
203dcc6b-98ff-45ca-bd3d-56e46be2c4d6,ballastfri banöverbyggnad för flexibel anslutning mellan mark och bro,,DB30,Ballastfri dilatationsanordning,575604,0,311403,575604.0,,
fe9070ca-01b3-4752-8904-35c8a84abb32,banöverbyggnad med en skena,,DC,Monorail,575602,0,575605,575602.0,,
ecd9e556-2cdf-4a95-941c-017511e92f7d,konstruktivt system som försörjer konsumtion i installationssystem,Försörjning,H_,Försörjande system,0,0,575606,,,
49832cb8-eda4-4eb2-b2e3-9a55727d9344,försörjande system för gas och teknisk luft,,HA,Gas- och luftförsörjningssystem,575606,0,575607,575606.0,,
03b308d0-81a6-4156-9ae0-590efc95da6f,försörjande system för vätska,,HB,Vätskeförsörjningssystem,575606,0,575608,575606.0,,
99c2b5f2-6598-4706-9697-b17e679f7609,vätskeförsörjningssystem för vatten,,HB10,Vattenförsörjningssystem,575608,0,311575,575608.0,"HB10 Vattenförsörjningssystem avser tillförsel av vatten till ett byggnadsverk, från egen vattentäkt eller från annan leverantör. Egen beredning av varmvatten ingår.",
089a28d6-fa74-4d7f-b8da-37530d462bfd,vätskeförsörjningssystem för bränsle,,HB20,Bränsleförsörjningssystem,575608,0,311576,575608.0,,
0ff2e0d0-9dfa-43f7-9f2a-b04757055f6b,försörjande system för kyla,"kylaggregat, kylmaskin, fjärrkylanläggning",HC,Kylförsörjningssystem,575606,0,575609,575606.0,,
19a4edf2-527e-4e31-94bb-79b28154cd3c,kylförsörjningssystem för återvinning,,HC10,Kylåtervinningssystem,575609,0,311404,575609.0,,
1c4250bd-edb3-423b-96d3-69a3c2fd169c,kylförsörjningssystem med kylmaskin,"Direktexpansionssystem, köldmediekrets, kylkrets, kompressorkrets
",HC20,Kylmaskinssystem,575609,0,311405,575609.0,,
c4bea1c2-603d-4369-9200-2a483cc961d1,kylförsörjningssystem med fjärrkyla,,HC30,Fjärrkylesystem,575609,0,311406,575609.0,,
48269817-18fa-43c4-a115-839769e1d5a4,försörjande system för kombinerad kyla och värme,"värmepump, direktexpansion, DX-system",HE,Kombinerat kyl- och värmeförsörjningssystem,575606,0,575611,575606.0,,
9b83b55d-0d48-4c38-ad7d-1c43821e8b74,försörjande system för elkraft,,HG,Elkraftförsörjningssystem,575606,0,575613,575606.0,"""Power supply system"" i ISO/IEC 81346-12:2018.",
48ba4502-7d00-4c80-9cbf-6705c6bf28ba,"elkraftförsörjningssystem för ≥ 1 kV AC eller ≥ 1,5 kV DC",,HG10,Högspänningsförsörjningsystem,575613,0,311442,575613.0,,
4da86aa3-579d-4792-824d-17a038a06a09,elkraftförsörjningssystem för 1 kV - 50 kV,,HG20,Mellanspänningsförsörjningssystem,575613,0,311443,575613.0,,
fec6486e-dcf0-4c9c-aa26-58598bbf30c8,"elkraftförsörjningssystem för < 1 kV AC eller < 1,5 kV DC",,HG30,Lågspänningsförsörjningssystem,575613,0,311444,575613.0,,
70659cfe-4b61-4f1a-867d-7f56162e2f6d,lågspänningsförsörjningssystem genom omvandlad solenergi,,HG31,Solelssystem,311444,0,312512,311444.0,,
6bf72e4f-f6eb-4328-b907-ce968ee4f035,elkraftförsörjningssystem för ≤ 50 V eller ≤ 120 V DC,,HG40,Klenspänningsförsörjningssystem,575613,0,311445,575613.0,,
8e0acae9-2b06-475b-84c2-3e8bb0cd5584,försörjande system för belysning,"elbelysning, solljusbelysning",HH,Belysningsförsörjningssystem,575606,0,575614,575606.0,,
791f8400-a41c-40f7-9bce-59718e06d19c,belysningsförsörjningssystem med elektriska ljuskällor,,HH10,Elektriskt belysningsförsörjningssystem,575614,0,311446,575614.0,,
bd920b30-6688-4209-8db8-b06f5562a027,belysningsförsörjningssystem med dagsljuskällor,,HH20,Dagsljusförsörjningssystem,575614,0,311447,575614.0,,
621fe786-787b-45f1-be3c-dde5abd71639,belysningsförsörjningssystem med gasljuskällor,,HH30,Gasljusförsörjningssystem,575614,0,311448,575614.0,,
9860f8e4-a9ea-4bdc-b70f-9c7efcd6a371,belysningsförsörjningssystem med vätskeljuskällor,"fotogenljus
",HH40,Vätskeljusförsörjningssystem,575614,0,311449,575614.0,,
e63dc7f5-4053-44ae-9a14-ec9da5dc2209,försörjande system för signal,,HJ,Signalförsörjningssystem,575606,0,575615,575606.0,,
be377644-f59d-4fbc-a00e-af343b99b26f,signalförsörjningssystem för upptagetmarkering,,HJ10,Upptagetmarkeringssystem,575615,0,311450,575615.0,,
988be343-11c9-40f1-9d2b-a42d5034f29b,försörjande system för mekaniskt luftflöde,"ventilationsaggregat, luftbehandlingsaggregat",HF,Ventilationsförsörjningssystem,575606,0,575612,575606.0,,
3991b1b7-4e1a-484d-b2bc-cfb03da1c604,ventilationsförsörjningssystem i en enhet,"cirkulationsaggregat, frånluftsaggregat, till- och frånluftsaggregat, tilluftsaggregat, ventilationsaggregat
",HF10,Luftbehandlingsaggregat,575612,0,311440,575612.0,,
f23dc7de-651e-4952-a7f5-7dc182d513b1,ventilationsförsörjningssystem i flera enheter,,HF20,Platsbyggt ventilationsförsörjningssystem,575612,0,311441,575612.0,,
755724a4-6ccb-4f77-a29c-0d195e6661df,försörjande system för värme,"Värmeproduktionssystem, värmevattenförsörjning, solfångare",HD,Värmeförsörjningssystem,575606,0,575610,575606.0,,
0f0253bf-15d3-4fb7-9ba4-0b8aba9be31b,värmeförsörjningssystem med återvunnen värme,,HD10,Värmeåtervinningssystem,575610,0,311407,575610.0,,
3d07b128-4270-413d-84b7-a279d128e312,värmeförsörjningssystem med värmepump,,HD20,Värmepumpsystem,575610,0,311408,575610.0,,
8ff02624-99c8-4630-87b8-120824606af0,värmepumpsystem med värme från ytjord,"markvärmesystem, ytjordvärmesystem
",HD21,Jordvärmesystem,311408,0,312636,311408.0,,
786f402d-c3f6-40e7-8276-2861f9bc77ab,värmepumpsystem med värme från berggrund,,HD22,Bergvärmesystem,311408,0,312637,311408.0,,
1f0b9191-ef20-4ea0-b390-89e44caeb6aa,värmepumpsystem med värme från uteluft,,HD23,Luftvärmesystem,311408,0,312638,311408.0,,
6c280844-ec78-492e-b971-552d6732e483,värmepumpsystem med värme från sjö- eller havsvatten,,HD24,Sjövärmesystem,311408,0,312639,311408.0,,
245e312a-8bc6-4a3c-b8dc-29bd32798ca8,värmeförsörjningssystem med solvärme,,HD30,Solvärmesystem,575610,0,311436,575610.0,,
aacdae27-f9fe-4932-a839-ccc827257f50,värmeförsörjningssystem med förbränningsvärme,,HD40,Förbränningsvärmesystem,575610,0,311437,575610.0,,
16af89a9-b7ec-45bd-bd1a-f16fb4ceef12,värmeförsörjningssystem med kärnvärme,,HD50,Kärnvärmesystem,575610,0,311438,575610.0,,
ba1e5d2d-0719-4d0c-b055-3272379e9f04,värmeförsörjningssystem med fjärrvärme,,HD60,Fjärrvärmesystem,575610,0,311439,575610.0,,
8f854128-b450-4303-9558-de0e5343f147,konstruktivt system som för något från en plats till en annan,Transport,J_,Transporterande system,0,0,575616,,,
5371d5ce-580f-4f27-8341-9e79a74ff15e,transporterande system för vatten,shuntgrupp,JB,Vattendistributionssystem,575616,0,575618,575616.0,,
ae606769-e01b-44e6-9935-e445b4b2125d,vattendistributionssystem för konsumtion,,JB10,Vattenledningssystem,575618,0,311451,575618.0,,
488edc86-d36b-4305-a6b7-9eaf27b28b8e,vattenledningssystem med förhöjt tryck,,JB11,Tryckstegrat vattendistributionssystem,311451,0,312633,311451.0,,
eb269f89-ed9b-4b9d-9abe-ee8fe21bd459,vattendistributionssystem för cirkulerande returflöde,,JB20,Cirkulationsledningssystem,575618,0,311452,575618.0,,
1e84aa39-52c7-4127-ade8-76a911399657,vattendistributionssystem för tillfälligt bruk,"brandsläckningsledning
",JB30,Tomrörssystem,575618,0,311453,575618.0,,
81877612-7d87-4ea2-bdc3-91d71818e9d7,transporterande system för brandfarliga vätskor och andra kemikalier,,JC,Kemikaliedistributionssystem,575616,0,575619,575616.0,,
bf5fb230-8e74-4df4-a0e2-387ebea93726,transporterande system för avloppsvatten,,JD,Avloppstransportsystem,575616,0,575620,575616.0,,
300665e3-7f3c-4c94-821d-f0b2011deb10,avloppstransportsystem med ej trycksatt flöde,,JD10,Avloppstransportsystem med självfall,575620,0,311454,575620.0,,
b5467529-5f37-44fb-919a-d6230951e823,avloppstransportsystem med självfall i byggnad,,JD11,Invändigt avloppstransportsystem med självfall,311454,0,312605,311454.0,,
e6728a60-35ec-439f-a951-6372998ad60e,avloppstransportsystem med självfall på byggnad,takavvattning,JD12,Utvändigt avloppstransportsystem med självfall,311454,0,312606,311454.0,JD12 används för takavvattning i form av hängrännor och stuprör.,
a695327d-e27f-4979-8147-32dbcba70cfa,avloppstransportsystem med självfall i mark,,JD13,Avloppstransportsystem med självfall i mark,311454,0,312607,311454.0,,
f44817fd-05a4-4173-a8bf-e92e0851fce5,avloppstransportsystem med trycksatt flöde,,JD20,Trycksatt avloppstransportsystem,575620,0,311455,575620.0,,
3a73d267-5446-4f78-8bd3-81bfa50f935a,transporterande system för avfall,avfallshantering,JE,Avfallstransportsystem,575616,0,575621,575616.0,,
383e39c7-2692-4898-bfc8-6f5fb8aa7fe9,avfallshanteringssystem genom undertrycksatta ledningar,"sopsug
",JE10,Sugsystem för avfall,575621,0,311456,575621.0,,
4bf32336-033e-49d6-946e-9093a9dd8deb,avfallshanteringssystem genom gravitation,"sopnedkast
",JE20,Störtsystem för avfall,575621,0,311457,575621.0,,
05e25eed-292f-45b7-8319-b9585a9d2300,avfallshanteringssystem genom motordrift,,JE30,Mekaniskt transportsystem för avfall,575621,0,311458,575621.0,,
166f5296-0af4-4c46-a570-02399900ecbb,transporterande system för kyla,shuntgrupp,JF,Kyldistributionssystem,575616,0,575622,575616.0,,
38d323db-e909-4131-be3e-b04f8c76e52a,kyldistributionssystem före värmeväxling,,JF10,Primärt kyldistributionssystem,575622,0,311459,575622.0,,
10fb0da6-db56-4d75-b43f-909e2b0f6e52,kyldistributionssystem efter värmeväxling,"köldbärarsystem
",JF20,Sekundärt kyldistributionssystem,575622,0,311460,575622.0,,
0b212cc9-53f0-4f49-b65b-f7d9d37d08f6,transporterande system för värme,shuntgrupp,JG,Värmedistributionssystem,575616,0,575623,575616.0,,
098b99a2-c6bf-40a7-8705-f937622523a5,vattenburet värmedistributionssystem från produktion till förbindelsepunkt för abonnent,"Fjärrvärmenät, värme primär
",JG10,Primärt distributionssystem för värmevatten,575623,0,311461,575623.0,,
2f638fc5-7fe2-4cfb-8faa-71399bea5050,vattenburet värmedistributionssystem från förbindelsepunkt för abonnent till konsumtion,"Värmevattenslingor, vattenradiatorsystem
",JG20,Sekundärt distributionssystem för värmevatten,575623,0,311462,575623.0,,
15e7b923-60c8-4c77-873e-8185f470c5e0,elektriskt värmedistributionssystem,"Elvärmeslingor
",JG30,Elvärmesystem,575623,0,311463,575623.0,,
e66afbf3-44b1-450f-b85c-88c6767e32b0,luftburet värmedistributionssystem,,JG40,Distributionssystem för luftvärme,575623,0,311464,575623.0,,
fe98a3eb-694c-46e6-9dd9-5db9c2b68dc5,ångburet värmedistributionssystem,,JG50,Distributionssystem för ångvärme,575623,0,311465,575623.0,,
f6331290-6ecc-4899-8cfe-666e681430b9,oljeburet värmedistributionssystem,,JG60,Distributionssystem för hetoljevärme,575623,0,311466,575623.0,,
5537f87c-881b-433a-81d3-97a57ecbe32a,värmedistributionssystem för överskottsvärme,,JG70,Kylmedelssystem,575623,0,311467,575623.0,,
7b3ad209-63fd-406e-ad5a-a6d277902380,transporterande system för kyla och värme,,JH,Kombinerat kyl- och värmedistributionssystem,575616,0,575624,575616.0,,
ebba01dd-6222-4434-b487-11fcb7e5c3f7,transporterande system för luft,,JJ,Luftdistributionssystem,575616,0,575625,575616.0,,
aac9276f-e401-4a2d-bcd9-e6add07661a7,luftdistributionssystem som leder uteluft till behandling,,JJ10,Uteluftssystem,575625,0,311468,575625.0,,
4de1b82f-5015-46b6-bc56-0cc25621c9b9,uteluftssystem som ersätter förorenad luft med uteluft,,JJ11,Ersättningsluftssystem,311468,0,312632,311468.0,,
f48cc32d-0e04-40a8-8ec2-d6df7d5ae698,luftdistributionssystem som tillför behandlad uteluft eller cirkulationsluft,,JJ20,Tilluftssystem,575625,0,311487,575625.0,,
6f3f7102-efb6-452c-bd89-8d676fb7e736,tilluftssystem för värmning och kylning,,JJ21,Efterbehandlingssystem,311487,0,312617,311487.0,,
fc31addb-9193-4cc9-8b61-a7162132baca,luftdistributionssystem som leder bort använd luft,,JJ30,Frånluftssystem,575625,0,311469,575625.0,,
2ff76cc3-b4b0-4421-8df2-0cb3ab29cb9b,luftdistributionssystem som återför frånluft till en grupp av rum,,JJ40,Återluftssystem,575625,0,311470,575625.0,,
80e80ffe-4221-444f-a199-88c62836e1a8,luftdistributionssystem som för luft mellan utrymmen,,JJ50,Överluftssystem,575625,0,311471,575625.0,,
7a06fb1d-d9e9-4b56-854e-c30e44575c8c,luftdistributionssystem som leder frånluft efter behandling till det fria,,JJ60,Avluftssystem,575625,0,311472,575625.0,,
d8fd4176-6840-442d-bc3d-a547cdc657ab,luftdistributionssystem utan kanaler,,JJ70,Impulsfläktssystem,575625,0,311473,575625.0,,
dccc3e8e-4d54-42b1-8129-8a8a7d10c2fe,transporterande system för elektrisk energi,elkraftöverföring,JK,Elkraftsdistributionssystem,575616,0,575626,575616.0,"""Power distribution system"" i ISO/IEC 81346-12:2018.",
83980c95-6264-4c92-9814-e43a35ad3520,"elkraftdistributionssystem för ≥ 1 kV AC eller ≥ 1,5 kV DC",,JK10,Elkraftdistributionssystem för högspänning,575626,0,311474,575626.0,,
cef0ab8f-d8a0-4373-931c-a9ac6902a5ee,elkraftdistributionssystem för 1 kV - 50 kV,,JK20,Elkraftdistributionssystem för mellanspänning,575626,0,311475,575626.0,,
19901652-02bf-49ca-9e4e-44cd69cc7c0f,"elkraftdistributionssystem för < 1 kV AC eller < 1,5 kV DC",,JK30,Elkraftdistributionssystem för lågspänning,575626,0,311476,575626.0,"Det konstruktiva systemet JK30 Elkraftdistributionssystem för lågspänning består i byggnader typiskt av ett eller flera delsystem för anslutning av elförsörjning och för intern fördelning: JK31 Mätarcentral; JK32 Ställverk; JK33 Fördelningscentral och JK34 Gruppcentral. 

Mellan och från dessa centrala punkter leder JK35 Kablage och anslutningar. Slutpunkter är anslutningar till annat system som försörjs av elkraften – till exempel belysning och ventilation – och el-uttag i utrymmen. ",
93c7cabb-71c9-4d26-afe6-12d164e2f06a,elkraftdistributionssystem för lågspänning för mätning,"mätarskåp, mätartavla, fasadmätarskåp, mätarblock",JK31,Mätarcentral,311476,0,312580,311476.0,,
c40a52c2-85cc-4cb1-8d48-7f655a49cd6f,elkraftdistributionssystem för lågspänning för fördelning till fördelningscentral eller gruppcentral,,JK32,Ställverk,311476,0,312581,311476.0,,
00f33152-7a5e-4ed0-b37a-80e69707ed50,elkraftdistributionssystem för lågspänning för fördelning till huvudledningar,serviscentral,JK33,Fördelningscentral,311476,0,312582,311476.0,,
ccafb47a-a765-4778-bd8c-5f64d6307f27,elkraftdistributionssystem för lågspänning för fördelning till gruppledningar,elcentral,JK34,Gruppcentral,311476,0,312583,311476.0,,
4b22b793-9a61-4bfa-a041-11856ea15251,elkraftdistributionssystem för lågspänning för transport till anslutningspunkter,,JK35,Kablage och anslutningar,311476,0,312556,311476.0,,
4b52fee6-57f6-410f-bf01-7bc541c2328c,elkraftdistributionssystem för ≤ 50 V eller ≤ 120 V DC,,JK40,Elkraftdistributionssystem för klenspänning,575626,0,311477,575626.0,,
2ab5c71e-9afb-4eac-8e4c-3953df9316e9,transporterande system för signaler,,JL,Signaldistributionssystem,575616,0,575627,575616.0,,
993bb9d1-89bf-4717-b492-cf8c3428a7c1,trådburet elektromagnetiskt signaldistributionssystem,"Datornätverk, telefonsystem, hjälptelefonsystem, nödtelefonsystem, personsökningssystem, upptagetmarkering, bokningssystem, kösignalsystem, hörslinga, snabbtelefon
",JL10,Trådat elektromagnetiskt signaldistributionssystem,575627,0,311478,575627.0,,
78e805fb-c851-4671-aa65-34427ec1b044,trådburet optiskt signaldistributionssystem,"Fibernät
",JL20,Trådat optiskt signaldistributionssystem,575627,0,311479,575627.0,,
81a99b0b-69fd-4aa4-b7f7-719913016302,radiovågsburet signaldistributionssystem,"Mobiltelefonsystem, personsökningssystem
",JL30,Trådlöst signaldistributionssystem,575627,0,311480,575627.0,,
86dfffcf-217c-4a9b-a1f7-f368c132417e,trådlöst signaldistributionssystem för telefoni,,JL31,Basstation,311480,0,312514,311480.0,,
129a6206-edd7-44aa-8507-bdc0ffbc90fe,signaldistributionssystem med induktiv överföring,"Hörslinga, teleslinga
",JL40,Induktivt signaldistributionssystem,575627,0,311481,575627.0,,
20b8ab0b-022d-498a-9ac9-942d70e2f019,transporterande system för personer,"Bergbana, linbana, gondolbana, gondollift, personhiss, rullramp, rullande trottoar, rullstolshiss, skidlift, smalhiss, sänghiss, tillsynshiss, trapphiss, varupersonhiss",JM,Persontransportsystem,575616,0,575628,575616.0,,
a0e3399c-f9f7-47a1-a021-6856599ef026,persontransportkonstruktion för multipla enheter,,JM10,Kontinuerlig persontransportkonstruktion,575628,0,311482,575628.0,,
2158dc14-b512-4d36-b3c6-29cc668faaed,kontinuerlig persontransportkonstruktion med trappsteg i diagonal rörelse,,JM11,Rulltrappskonstruktion,311482,0,312629,311482.0,,
c0e53302-f6dd-41c4-80b9-7f2cb7ba9f0c,kontinuerlig persontransportkonstruktion med band i horisontell eller diagonal rörelse,"Rullramp, rullande trottoar
",JM12,Rullbandskonstruktion för personer,311482,0,312630,311482.0,,
e802a1b7-84ad-4e27-8d62-b5b876552a94,kontinuerlig persontransportkonstruktion med lina i horisontell eller diagonal rörelse,"skidlift, gondolbana, gondollift
",JM13,Linbanekonstruktion för personer,311482,0,312631,311482.0,,
0029478d-9641-4a35-995b-99e43668d25a,persontransportsystem för enskild enhet,,JM20,Styckvis persontransportkonstruktion,575628,0,311486,575628.0,,
1c5d5a04-f0f2-4436-8d29-19029fffa350,styckvis persontransportkonstruktion i vertikal rörelse,"Personhiss, Rullstolshiss, Smalhiss,  Sänghiss, Tillsynshiss, Varuhiss, Varupersonhiss
",JM21,Hisskonstruktion för personer,311486,0,312618,311486.0,,
0fd14fe3-206e-4792-bd76-7ea89d8277f3,styckvis persontransportkonstruktion i diagonal rörelse,"Trapphiss, kuggstångsbana
",JM22,Snedhisskonstruktion för personer,311486,0,312619,311486.0,,
b08e882e-6bf0-4eef-894e-5cf4e946e804,styckvis persontransportkonstruktion för vertikal och horisontell rörelse,"Personlyft, patientlyft
",JM23,Lyftkonstruktion för personer,311486,0,312620,311486.0,,
aa86c486-c72b-496b-858c-72f927984cef,transporterande system för ljus,"Fiberoptik, dagsljusdistribution, ljustubssystem, ljustunnelsystem",JP,Ljusdistributionssystem,575616,0,575685,575616.0,Ej i ISO/IEC 81346-12:2018.,
ffe16da9-bd43-48ec-a922-bef3d68557d6,ljusdistributionssystem med ljusledande fiber,,JP10,Fiberoptiskt ljusdistributionssystem,575685,0,311570,575685.0,,
6d68de58-5539-4edb-898c-62ff285ed386,ljusdistributionssystem med ljusledande rör,ljustunnelsystem,JP20,Ljustubssystem,575685,0,311571,575685.0,,
cafa9a84-62b1-40d1-9221-a89fd4c7d682,transporterande system för gods,"AGV, bagageanläggning, kran, löpande band, telfer, travers, transportband, varuhiss",JN,Godstransportsystem,575616,0,575673,575616.0,,
c7b2b1c1-4215-4ed2-af4d-cb36939bc731,godstransportkonstruktion för multipla enheter,,JN10,Kontinuerlig godstransportkonstruktion,575673,0,311488,575673.0,,
c5cc9724-7708-4098-9ea5-41a76e0ebd13,kontinuerlig godstransportkonstruktion med band i horisontell eller diagonal rörelse,"bagageanläggning, transportband, löpande band
",JN12,Rullbandskonstruktion för gods,311488,0,312615,311488.0,,
5e7dea1b-58d7-4f95-8096-ffbac6f62870,kontinuerlig godstransportkonstruktion med lina i horisontell eller diagonal rörelse,,JN13,Linbanekonstruktion för gods,311488,0,312616,311488.0,,
ebd0bda6-2a60-4f42-9c94-a1999e1411df,kontinuerlig godstransportkonstruktion med undertrycksatt rör,,JN14,Sugtransportkonstruktion för gods,311488,0,312513,311488.0,,
8852541b-91f4-4b27-9024-6861809743d2,godstransportkonstruktion för enskild enhet,,JN20,Styckvis godstransportkonstruktion,575673,0,311543,575673.0,,
a78113e7-db74-4b6d-83c4-cc54f8aaa850,styckvis godstransportkonstruktion i vertikal rörelse,"Möbelhiss, Småvaruhiss, Sänghiss, Varuhiss
",JN21,Hisskonstruktion för gods,311543,0,312595,311543.0,,
b05730b1-129f-40f6-af47-22f1d92639bb,styckvis godstransportkonstruktion i diagonal rörelse,"bergbana
",JN22,Snedhisskonstruktion för gods,311543,0,312596,311543.0,,
03407f37-d044-440d-9e0f-ef9f8e2821bc,styckvis godstransportkonstruktion för vertikal och horisontell rörelse,"telfer, travers, traverskrav, krankonstruktion, lyftanordning
",JN23,Lyftkonstruktion för gods,311543,0,312597,311543.0,,
a496dc02-4fc7-40ab-b720-93554fef9594,styckvis godstransportkonstruktion i trycksatt rör,,JN24,Rörpostkonstruktion,311543,0,312598,311543.0,,
d1ed312d-f87d-44ad-9418-89c4ba181b3d,styckvis godstransportkonstruktion i automatiskt styrt fordon,"Automated Guided Vehicles
",JN25,AGV-system,311543,0,312599,311543.0,,
bd5904f5-f188-4408-bfd6-158bfbcc3e53,transporterande system för gas och teknisk luft,Tryckluftsdistributionssystem,JA,Gasdistributionssystem,575616,0,575617,575616.0,"Definition ""transporting system for gas"" i ISO/IEC 81346-12:2018.",
40e74761-31d7-47de-b5f8-6156723c0bf0,konstruktivt system som behandlar något,Behandling,K_,Behandlande system,0,0,575629,,Klass KL Tillträdeskontrollsystem i IEC/ISO 81346-12:2018 används inte i CoClass. Istället används klass LD Entré- och passerkontroll.,
317adbc7-69c3-4f73-9266-8c7f3e801919,behandlande system som begränsar eller utestänger klimatpåverkan,"klimatavskärmning, solavskärmning, snöskydd, vindskydd, regnskydd, bullerskydd",KA,Klimatavskärmande system,575629,0,575630,575629.0,"""Solar screening system"" i ISO/IEC 81346-12:2018. Definition: ""treatment system limiting or excluding solar heat gain"".",
3a1ab7e9-824b-414b-9472-2f71b7bde88f,klimatavskärmande system mot ljusinstrålning,,KA10,Ljusavskärmande anordningar,575630,0,311489,575630.0,,
17d3facd-2059-4119-8bec-81a8646a800d,klimatavskärmande system mot luftrörelse,,KA20,Vindskyddsanordningar,575630,0,311490,575630.0,,
10e03999-bb0a-4c07-865d-62dce80e0159,klimatavskärmande system mot oönskat ljud,"bullerplank, bullervall
",KA30,Bullerskyddande anordningar,575630,0,311491,575630.0,,
e8fc341c-3c7f-47bc-ae5a-16ed41900024,klimatavskärmande system mot nederbörd,,KA40,Regnskyddsanordningar,575630,0,311492,575630.0,,
f96824b5-6507-4e84-85d7-4bab759cc88d,klimatavskärmande system mot drivande snö,,KA50,Snöskyddsanordningar,575630,0,311493,575630.0,,
d1866741-fa1f-48eb-ac03-0094563a2d7b,behandlande system för automatisk kontroll av öppningar,"brandgasventilation, rökgasventilation, rökluckor, självdragsventilation",KB,Öppningskontrollerande system,575629,0,575631,575629.0,,
74347f34-84cf-4cef-a043-4dcc27f8f26a,öppningskontrollerande system för ventilation av gaser orsakade av förbränning eller pyrolys,"Rökgasventilation, brandgaskontroll, rökgaskontrollsystem
",KB10,Brandgasventilationssystem,575631,0,311494,575631.0,,
43290006-1363-499a-907c-68a2049cd6a8,öppningskontrollerande system för icke mekanisk ventilation,,KB20,Självdragssystem,575631,0,311495,575631.0,,
